name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
WWE 2K24,07-03-2024,165301,100.0,8055097.0,42.4,71.0,AAA,2K,Visual Concepts,2315690
EARTH DEFENSE FORCE 6,25-07-2024,159806,60.0,7882151.0,29.7,57.0,Indie,D3PUBLISHER,SANDLOT,2291060
Sins of a Solar Empire II,15-08-2024,214192,50.0,7815247.0,12.5,88.0,Indie,Stardock Entertainment,"Ironclad Games Corporation,Stardock Entertainment",1575940
Legend of Mortal,14-06-2024,440998,20.0,7756399.0,24.8,76.0,Indie,"Paras Games,Obb Studio Inc.",Obb Studio Inc.,1859910
Shin Megami Tensei V: Vengeance,13-06-2024,141306,60.0,7629252.0,34.3,96.0,AA,SEGA,ATLUS,1875830
Soulmask,30-05-2024,304685,30.0,7540563.0,95.7,79.0,Indie,Qooland Games,CampFire Studio,2646460
The Universim,22-01-2024,328945,30.0,7534369.0,16.9,81.0,Indie,Crytivo,Crytivo,352720
Bellwright,23-04-2024,280955,30.0,7481940.0,41.4,78.0,Indie,"Donkey Crew,Snail Games USA",Donkey Crew,1812450
Night of the Dead,31-05-2024,394364,30.0,7091792.0,27.6,79.0,Indie,Jackto Studios,Jackto Studios,1377380
Empires of the Undergrowth,07-06-2024,408292,30.0,6950952.0,38.6,95.0,AA,"Hooded Horse,Slug Disco",Slug Disco,463530
KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,13-06-2024,212325,50.0,6828446.0,30.3,,AA,Square Enix,Square Enix,2552430
ANIMAL WELL,09-05-2024,305891,25.0,6420393.0,8.5,96.0,Indie,Bigmode,Billy Basso,813230
Age of Mythology: Retold,04-09-2024,236419,30.0,6381185.0,9.4,91.0,AAA,Xbox Game Studios,"World's Edge,Forgotten Empires,Tantalus Media,CaptureAge,Virtuos Games",1934680
STAR WARS™: Battlefront Classic Collection,13-03-2024,185054,35.01,6048340.0,4.4,,Indie,Aspyr,Aspyr,2446550
Another Crab's Treasure,25-04-2024,264723,30.0,5719324.0,10.4,95.0,Indie,Aggro Crab,Aggro Crab,1887840
Homeworld 3,13-05-2024,102487,60.0,5516030.0,8.5,42.0,AA,Gearbox Publishing,Blackbird Interactive,1840080
Winter Memories,05-01-2024,424281,20.0,5478333.0,9.0,,Indie,Kagura Games,Dojin Otome,2495450
Nine Sols,28-05-2024,214407,30.0,5475592.0,17.9,96.0,Indie,RedCandleGames,RedCandleGames,1809540
Outpost: Infinity Siege,26-03-2024,278031,25.0,5312327.0,35.1,68.0,AA,Lightning Games,Team Ranger,1566690
Sker Ritual,18-04-2024,267953,25.0,5058868.0,6.5,82.0,Indie,Wales Interactive,Wales Interactive,1492070
shapez 2,15-08-2024,261028,25.0,4810868.0,16.3,99.0,Indie,"tobspr Games,Gamera Games",tobspr Games,2162800
Senua’s Saga: Hellblade II,21-05-2024,107010,50.0,4747832.0,5.2,88.0,AAA,Xbox Game Studios,Ninja Theory,2461850
Pixel Gun 3D: PC Edition,02-04-2024,1626877,0.0,4707782.0,11.9,62.0,Indie,Cubic Games Studio,Cubic Games Studio,2524890
Backpack Battles,08-03-2024,499559,13.0,4663468.0,42.9,90.0,Indie,"PlayWithFurcifer,IndieArk",PlayWithFurcifer,2427700
Crime Scene Cleaner,14-08-2024,285596,20.0,4644684.0,8.6,98.0,Indie,"President Studio,PlayWay S.A.",President Studio,1040200
Kebab Chefs! - Restaurant Simulator,19-01-2024,312189,18.0,4552032.0,9.5,89.0,Indie,Biotech Gameworks,Biotech Gameworks,1001270
Predecessor,20-08-2024,433605,0.0,4523839.944318563,109.9,79.0,Indie,Omeda Studios,Omeda Studios,961200
Palia,25-03-2024,881082,0.0,4263470.0,47.0,78.0,Indie,Singularity 6 Corporation,Singularity 6 Corporation,2707930
"Little Kitty, Big City",09-05-2024,206880,25.0,4238137.0,4.1,95.0,Indie,Double Dagger Studio,Double Dagger Studio,1177980
Secrets of Grindea,29-02-2024,314988,15.0,4161183.0,21.7,90.0,Indie,Pixel Ferrets,Pixel Ferrets,269770
Chrono Ark,02-05-2024,301197,25.0,4113334.0,37.2,91.0,Indie,Al Fine,Al Fine,1188930
Nova Drift,12-08-2024,445361,18.0,4047331.0,24.7,96.0,Indie,Pixeljam,Chimeric,858210
Kingdom Rush 5: Alliance TD,25-07-2024,245264,20.0,4042356.0,9.1,86.0,Indie,Ironhide Game Studio,Ironhide Game Studio,2849080
Norland,18-07-2024,170621,30.0,3991591.0,18.5,79.0,AA,Hooded Horse,Long Jaunt,1857090
Eiyuden Chronicle: Hundred Heroes,23-04-2024,91925,50.0,3953243.0,26.2,,AA,505 Games,Rabbit & Bear Studios,1658280
Le Mans Ultimate,20-02-2024,120703,33.0,3740762.0,24.5,78.0,Indie,Studio 397,Studio 397,2399420
The Hungry Lamb: Traveling in the Late Ming Dynasty,22-04-2024,588305,10.0,3689551.0,5.5,97.0,Indie,"零创游戏(ZerocreationGame),2P Games",零创游戏(ZerocreationGame),2593370
Fabledom,13-05-2024,274354,21.0,3559827.0,9.7,90.0,Indie,"Dear Villagers,Doyoyo Games",Grenaa Games,1651560
Apollo Justice: Ace Attorney Trilogy,24-01-2024,89327,50.0,3465018.0,40.0,93.0,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2187220
F1® Manager 2024,23-07-2024,111464,35.0,3428483.0,22.8,66.0,AA,Frontier Developments,Frontier Developments,2591280
Men of War II,15-05-2024,84565,45.0,3406127.0,21.1,,Indie,Fulqrum Publishing,Best Way,1128860
Banishers: Ghosts of New Eden,12-02-2024,78137,50.0,3387809.0,22.3,87.0,AA,Focus Entertainment,DON'T NOD,1493640
Buckshot Roulette,04-04-2024,1486957,3.0,3369649.0,3.0,95.0,Indie,CRITICAL REFLEX,Mike Klubnika,2835570
Fields of Mistria,05-08-2024,265456,14.0,3342356.0,15.6,98.0,Indie,NPC Studio,NPC Studio,2142790
FOREWARNED,25-04-2024,366053,13.0,3322822.0,8.4,91.0,Indie,Dreambyte Games,Dreambyte Games,1562420
Midnight Ghost Hunt,21-03-2024,371470,20.0,3272209.0,11.9,78.0,AA,Coffee Stain Publishing,Vaulted Sky Games,915810
Tomb Raider I-III Remastered Starring Lara Croft,13-02-2024,125073,30.0,3262820.0,25.6,87.0,Indie,Aspyr,"Aspyr,Crystal Dynamics",2478970
Five Nights at Freddy's: Into the Pit,07-08-2024,181334,20.0,3262379.0,5.1,96.0,Indie,Mega Cat Studios,Mega Cat Studios,2638370
EA SPORTS™ Madden NFL 25,15-08-2024,50521,70.0,3182368.0,16.1,50.0,AAA,Electronic Arts,Tiburon,2582560
Rotwood,24-04-2024,412521,11.0,3180800.0,8.8,73.0,AA,Klei Entertainment,Klei Entertainment,2015270
Hookah Haze,10-07-2024,17717,18.0,263733.0,4.8,92.0,Indie,Aniplex Inc.,ACQUIRE Corp.,2470300
Future Fragments,22-02-2024,14679,20.0,263197.0,6.8,80.0,Indie,"Taboo Toad,Shady Corner Games",The Future Fragments Team,1238920
Botany Manor,09-04-2024,12312,25.0,263004.0,3.3,96.0,Indie,Whitethorn Games,Balloon Studios,1425350
Scarlet Tower,25-03-2024,66201,5.0,262728.0,10.8,86.0,Indie,Pyxeralia LLC,Pyxeralia LLC,2181720
Vellum,28-03-2024,15742,20.0,260940.0,7.3,90.0,Indie,"Alvios, Inc.",Alvios Games,917950
Supernatural,15-07-2024,34355,9.0,260449.0,1.6,63.0,Indie,Hitori De Productions,Hitori De Productions,2093010
Viking Rise: Valhalla,21-05-2024,20537,0.0,259513.0,36.6,75.0,Indie,IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.,2819520
LONESTAR,18-01-2024,36933,10.0,259157.0,20.5,,Indie,Thermite Games,Math Tide,2056210
Yohane the Parhelion - NUMAZU in the MIRAGE -,21-02-2024,10048,30.0,258574.0,11.5,93.0,Indie,BeXide Inc.,BeXide Inc.,2459750
Revue Starlight El Dorado,07-08-2024,9499,30.0,256387.0,5.4,98.0,Indie,Bushiroad Inc.,Frontwing,2849960
The Brew Barons,01-03-2024,14325,22.0,256071.0,13.2,,Indie,Lifetap Studios,Lifetap Studios,1636710
Contain,16-01-2024,12768,14.0,255512.0,2.5,60.0,Indie,SinginGiant,SinginGiant,2186700
Brothers: A Tale of Two Sons Remake,28-02-2024,21858,20.0,255441.0,2.4,68.0,AA,505 Games,Avantgarden SRL,2153350
Voice Love on Air,27-03-2024,10136,30.0,254966.0,11.2,90.0,Indie,SOFTSTAR ENTERTAINMENT,"SOFTSTAR ENTERTAINMENT,Noisy Fish",2321120
Great Houses of Calderia,02-05-2024,14675,25.0,253627.0,8.1,78.0,Indie,Firesquid,Resistance Games,1812910
King Arthur: Legion IX,09-05-2024,15238,20.0,252953.0,12.4,71.0,Indie,NeocoreGames,NeocoreGames,2739830
SENTRY,25-03-2024,15063,20.0,251556.0,6.5,85.0,Indie,Fireblade Software,Fireblade Software,1252680
Nexus 5X,18-04-2024,19791,15.0,250950.0,20.9,95.0,Indie,Paradox Arc,Whatboy Games,1983990
AutoForge,27-03-2024,14728,20.0,249767.0,13.2,89.0,Indie,Siege Games,Siege Games,1960480
Magic Pussy: Chapter 2,13-01-2024,36601,10.0,249274.0,2.6,75.0,Indie,Taboo Tales 💘,Taboo Tales 💘,2512190
Tennis Manager 2024,23-05-2024,7878,40.0,248804.0,10.2,83.0,Indie,Rebound CG,Rebound CG,2870110
Lifeform Zero,22-02-2024,36772,8.0,243845.0,1.2,83.0,Indie,"Mango Party,Mango Party News",Sins of Succubus,1848270
Farm Manager World,29-04-2024,14399,20.0,241254.0,21.0,,Indie,"Sim Farm S.A.,PlayWay S.A.",Cleversan Games,2206350
Turbo Golf Racing,04-04-2024,27537,10.0,240922.0,8.3,86.0,Indie,Hugecalf Studios,Hugecalf Studios,1324350
Windowkill,23-02-2024,54205,5.0,239666.0,4.0,97.0,Indie,torcado,torcado,2726450
Bootstrap Island,22-02-2024,11797,25.0,237361.0,4.5,83.0,Indie,Maru VR Productions,Maru VR Productions,1942110
Idle Hero TD - Tower Defense,03-05-2024,13061,0.0,235863.0,189.1,79.0,Indie,Swell Games LLC,Swell Games LLC,2897580
Hairdresser Simulator,06-03-2024,14398,20.0,235724.0,7.9,49.0,Indie,Frozen Way,GameFormatic S.A.,1330560
Maniac,28-03-2024,57155,5.0,235604.0,4.3,91.0,Indie,Skystone Games,Transhuman Design,1482380
Nevergrind Online,11-07-2024,27973,16.0,235479.0,43.7,89.0,Indie,Neverworks Games,Neverworks Games,853450
Zoonomaly,06-03-2024,43112,6.0,232416.0,6.1,72.0,Indie,LIGHTS ARE OFF LLC,LIGHTS ARE OFF LLC,2101890
Pepper Grinder,28-03-2024,19649,15.0,230628.0,3.1,88.0,AA,Devolver Digital,"Ahr Ech,MP2 Games",2076580
Shashingo: Learn Japanese with Photography,27-02-2024,14012,20.0,229922.0,4.3,95.0,Indie,Autumn Pioneer,Autumn Pioneer,1632490
Hexguardian,02-05-2024,24896,12.0,227666.0,16.2,84.0,Indie,Yogscast Games,Split Second Games,2381740
Modern Pink Elf RPG,02-02-2024,24006,12.0,227642.0,3.4,88.0,Indie,"Remtairy,CursedAtelier",Warshop,2745710
Internet Cafe Evolution,19-04-2024,18075,15.0,225541.0,18.3,80.0,Indie,Tiny Flame Games,Tiny Flame Games,2600600
Primitive Society Simulator,26-02-2024,13359,20.0,224409.0,23.2,84.0,Indie,YSH Games,YSH BigDove,1876880
Dystopika,21-06-2024,38869,7.0,224151.0,2.5,97.0,Indie,"Voids Within,UNIKAT Label",Voids Within,2379910
Transformative Summer: Life with a TS Companion,23-08-2024,16175,17.0,223483.0,1.8,90.0,Indie,"HENTAI Plan,OTAKU Plan",88Danuki,2891040
Bare Witness,20-07-2024,22016,13.0,223470.0,8.6,95.0,Indie,AlterWorlds,AlterWorlds,2387380
Blockbuster Inc.,06-06-2024,10529,25.0,222603.0,7.8,53.0,Indie,Ancient Forge,Super Sly Fox,1793090
GUARDS!,01-03-2024,19148,15.0,222412.0,3.8,73.0,Indie,WYLDERZONE,"WYLDERZONE,Lowkey GameDev",2514460
HAWKED,15-02-2024,162606,0.0,221326.0,11.4,55.0,Indie,"MY.GAMES,The 4 Winds Entertainment (MENA and Turkey)",MY.GAMES,1955960
TIEBREAK: Official game of the ATP and WTA,22-08-2024,6854,50.0,220924.0,14.9,75.0,AA,Nacon,Big Ant Studios,2264340
Builders of Greece,27-02-2024,14537,20.0,220170.0,9.3,,Indie,"CreativeForge Games,PlayWay S.A.","BLUM Entertainment,Strategy Labs",1273100
Chasing Sunsets,18-08-2024,25621,15.0,219632.0,14.3,94.0,Indie,Stone Fox Studios,Stone Fox Studios,1783110
Capes,29-05-2024,7019,40.0,218599.0,18.2,,AA,Daedalic Entertainment,Spitfire Interactive,2081080
Path of Achra,07-05-2024,26939,10.0,218518.0,28.5,99.0,Indie,Slouching Beast LLC,Ulfsire,2128270
Sisters: Last Day of Summer,03-06-2024,10528,25.0,218069.0,2.9,84.0,Indie,JAST,Jellyfish,2781750
Three Kingdoms: Innovatory,31-01-2024,26571,14.0,218047.0,20.1,76.0,Indie,Moment HK,瞬息万变工作室,2340500
ExoCross,22-07-2024,8226,40.0,217345.0,5.4,70.0,Indie,"iRacing.com Motorsport Simulations,iRacing","iRacing.com Motorsport Simulations,iRacing",773840
Angel at Dusk,12-01-2024,20643,15.0,217085.0,10.8,99.0,Indie,"Henteko Doujin,Sanuk Inc.",Akiragoya,1405500
Sex Formula,05-09-2024,6030,40.0,217025.0,1.4,77.0,Indie,MIGI STUDIO,MIGI STUDIO,2889660
CaseCracker2,16-05-2024,21864,12.0,216851.0,5.8,95.0,Indie,NPC Entertainment,BlackRobe,2294450
Coreborn,19-06-2024,14796,14.0,216265.0,30.5,67.0,Indie,Blankhans,Blankhans,1926090
HEART of CROWN Online,23-04-2024,13112,20.0,215401.0,11.0,81.0,Indie,Japanime Digital,"illuCalab,FLIPFLOPs",1883000
Stargate: Timekeepers,23-01-2024,7991,30.0,214688.0,5.4,58.0,AA,Slitherine Ltd.,Slitherine Ltd.,1523650
Vae Victis - Khan,01-03-2024,16129,15.0,214566.0,10.4,83.0,Indie,Doorknob22,Doorknob22,2540230
Sucker for Love: Date to Die For,23-04-2024,19772,13.0,213201.0,3.9,,Indie,DreadXP,Akabaka,2240790
Tchia,21-03-2024,11684,30.0,212197.0,7.9,,Indie,Kepler Interactive,Awaceb,1496590
Love n Life: Lucky Teacher,31-01-2024,38777,9.0,210967.0,4.0,,Indie,Reborn Entertainment,Reborn Entertainment,2445340
Tour de France 2024,06-06-2024,5833,40.0,208625.0,20.9,72.0,AA,Nacon,Cyanide Studio,2494340
Nancy Drew®: Mystery of the Seven Keys™,20-06-2024,7242,32.0,208569.0,7.1,60.0,Indie,HeR Interactive,HeR Interactive,1926590
Project MIKHAIL: A Muv-Luv War Story,26-04-2024,15338,20.0,208558.0,21.6,55.0,Indie,aNCHOR Inc.,"aNCHOR Inc.,fuzz, Inc.",1557480
The DeLuca Family - Season 1,27-02-2024,16425,16.0,207588.0,12.2,83.0,Indie,MemoGaming,MemoGaming,2814610
Mini Airways,30-07-2024,24705,10.0,207390.0,6.4,,Indie,Erabit,CCC Games,2289650
JudgeSim,16-07-2024,33281,7.0,206875.0,3.0,,Indie,DelusionArt Studio,DelusionArt Studio,2919660
江湖客栈-The Jianghu,31-08-2024,51896,0.0,205131.0,260.3,61.0,Indie,Path,『風林火山』工作室,1881610
The Bathhouse | 地獄銭湯 Restored Edition,09-08-2024,28170,8.0,202570.0,2.4,92.0,Indie,Chilla's Art,Chilla's Art,2989950
Shipwrecked 64,01-01-2024,26225,8.0,202048.0,7.4,96.0,Indie,Cogware Games,"Squeaks D'Corgeh,Cogware Games",2160220
Shadow of the Depth,22-04-2024,16453,15.0,201940.0,8.2,72.0,Indie,ChillyRoom,ChillyRoom,2100150
Subterrain: Mines of Titan,12-03-2024,12552,20.0,200632.0,15.6,,Indie,indie.io,Pixellore Inc,1573100
Chill Pulse,02-05-2024,51928,5.0,199035.0,31.1,95.0,Indie,Catos Game,Catos Game,2826180
CONVRGENCE,22-04-2024,12366,20.0,198731.0,5.5,81.0,Indie,Monkey-With-a-Bomb,Monkey-With-a-Bomb,2609610
A Day Out,27-06-2024,20883,10.0,198689.0,5.1,80.0,Indie,KevTheDev,"KevTheDev,gamesbychris",1547670
Arzette: The Jewel of Faramore,13-02-2024,12464,20.0,198058.0,4.1,97.0,Indie,Limited Run Games,Seedy Eye Software,1924780
Colony City 27λ,26-03-2024,21646,11.0,197843.0,4.2,90.0,Indie,Playmeow,Bunny Eats Tiger,2442410
Smash Girls,25-06-2024,21519,11.0,197661.0,1.6,84.0,Indie,"Mango Party,Mango Party News",18bitStudio,2822030
彷徨之街 The Street of Adrift,20-05-2024,34730,12.0,195942.0,9.6,76.0,Indie,LoveStoryProject,Caramel-Mocha Studio,1672670
Corsairs Legacy - Pirate Action RPG & Sea Battles,30-01-2024,13511,18.0,195795.0,2.6,70.0,Indie,Mauris Games OU,Mauris,1594880
4D Golf,22-03-2024,10052,20.0,195440.0,6.5,99.0,Indie,CodeParade,CodeParade,2147950
Diluvian Winds,25-04-2024,13936,18.0,194382.0,5.1,77.0,Indie,"Goblinz Publishing,IndieArk",Alambik Studio,1561040
Rocksmith+,06-06-2024,35660,0.0,193594.0,3.9,11.0,AAA,Ubisoft,"Ubisoft San Francisco,Ubisoft Osaka,Ubisoft Bucharest,Ubisoft Pune",2834910
How to lose one's virginity,25-04-2024,19576,12.0,193532.0,5.0,86.0,Indie,VisualPointG,VisualPointG,2578880
Cozy Caravan,16-05-2024,11142,20.0,191108.0,6.8,,Indie,5 Lives Studios,5 Lives Studios,2788520
Apprehending the Adventurer Chan! ~Live2D Tentacles Simulator~,27-06-2024,27719,8.0,189258.0,2.7,97.0,Indie,Alice Publication,No.7 Void Mine,3012420
道衍诀,08-05-2024,19716,12.0,188260.0,8.3,66.0,Indie,宁德动游网络科技有限公司,宁德动游网络科技有限公司,1951220
Beat Hazard 3,22-06-2024,13179,19.0,187908.0,13.2,89.0,Indie,Cold Beam Games,Cold Beam Games,1493520
Final Factory,09-04-2024,10896,19.0,186670.0,20.9,83.0,Indie,Never Games Limited,Never Games Limited,1383150
Figure Adventure,24-06-2024,31641,0.0,184743.0,12.2,,Indie,Figure Fantasy,Figure Fantasy,2996570
Yellow Taxi Goes Vroom,09-04-2024,13798,17.0,184444.0,6.6,99.0,Indie,"Xelu,Those Awesome Guys",Panik Arcade,2011780
Galaxy Burger,23-08-2024,21079,12.0,183781.0,5.3,95.0,Indie,Galactic Workshop,Galactic Workshop,2749770
BROKE PROTOCOL: Online City RPG,26-06-2024,98931,10.0,183531.0,9.7,75.0,Indie,Cylinder Studios,Cylinder Studios,696370
WitchHand,07-02-2024,18046,12.0,182797.0,11.3,,Indie,HopFrog,Jon Nielsen,2420880
Arctic Eggs,16-05-2024,24972,10.0,182249.0,1.8,97.0,Indie,CRITICAL REFLEX,"The Water Museum,cockydoody,abmarnie,Cameron Ginex",2763670
No Creeps Were Harmed TD,27-07-2024,14452,20.0,181284.0,16.7,91.0,Indie,MinMax Games Ltd.,MinMax Games Ltd.,1932260
Zoria: Age of Shattering,07-03-2024,9307,25.0,180957.0,17.8,80.0,Indie,"Anshar Publishing,Surefire.Games",Tiny Trinket Games,1159090
FRONT MISSION 2: Remake,30-04-2024,6960,35.0,180254.0,21.1,63.0,Indie,Forever Entertainment S. A.,Storm Trident S.A.,2865440
Having a HARD Time,12-02-2024,16580,13.0,180236.0,5.9,96.0,Indie,Quadruple-Q,Quadruple-Q,2420460
"Island, Sex & Survival",25-06-2024,16201,13.0,179792.0,2.8,77.0,Indie,Alice Publication,無人島觀光促進會,2911250
Sheryl ~The Alchemist of the Island Ruins~,19-04-2024,13210,18.0,179743.0,5.9,85.0,Indie,Kagura Games,Pakkuri Paradise,2787300
"OPPAI Succubus Academy Sucky and Busty, Demonic and Lusty!",31-07-2024,4993,40.0,179703.0,4.5,92.0,Indie,Frontwing USA,Milkfactory,2854170
Computer Repair Shop,12-01-2024,22799,10.0,179631.0,4.5,,Indie,Cheesecake Dev,Cheesecake Dev,2479290
KeepUp Survival,05-03-2024,23894,9.0,179352.0,8.2,68.0,Indie,Witte Studio,Witte Studio,1524630
Folie Fatale,30-05-2024,38408,6.0,178996.0,3.6,90.0,Indie,346lab Localization,Kanmidoko (神海処),2734450
Baten Kaitos I & II HD Remaster,17-06-2024,4662,50.0,178950.0,13.2,84.0,AAA,Bandai Namco Entertainment,"logicalbeat Co., Ltd.",2146170
Farlands,24-07-2024,14440,15.0,177736.0,4.9,95.0,Indie,JanduSoft,"JanduSoft,Eric Rodríguez",2252680
B.E.S.T,18-01-2024,18098,12.0,176781.0,3.8,75.0,Indie,Dolydev,Dolyla,2404390
Kukoro: Stream chat games,02-02-2024,61373,6.0,175228.0,17.0,98.0,Indie,HeyNau,HeyNau,1166990
Backrooms Rec.,06-03-2024,20159,10.0,175194.0,1.9,72.0,Indie,Liminal Logic,Liminal Logic,2275020
Old Market Simulator,21-05-2024,25461,10.0,174298.0,8.7,93.0,Indie,"Alcedo Games,Gamersky Games",Alcedo Games,2878420
Fleshlight Squad - Fleshlightize -,12-01-2024,14773,15.0,174069.0,2.1,83.0,Indie,072 Project,ちゃおいずむ,2588590
Fork Road,11-06-2024,48467,4.0,173665.0,0.8,,Indie,Simon Au Yeung,Simon Au Yeung,2976400
Tiny Terry's Turbo Trip,30-05-2024,12896,18.0,173502.0,3.9,97.0,Indie,Super Rare Originals,snekflat,2238040
Phantom Fury,23-04-2024,8386,25.0,173471.0,6.8,61.0,Indie,3D Realms,Slipgate Ironworks™,1733240
Broken Roads,10-04-2024,6136,35.0,173273.0,6.8,51.0,Indie,"Versus Evil,tinyBuild",Drop Bear Bytes,1403440
RUNGORE,16-05-2024,16112,15.0,172919.0,9.2,88.0,Indie,"GrabTheGames,Gamera Games,UpgradePoint","YOUR_MOM'S_HP,RavenJm",2113040
REVEIL,06-03-2024,10936,20.0,172222.0,5.2,92.0,AA,Daedalic Entertainment,Pixelsplit,809060
KitHack Model Club,01-08-2024,11862,20.0,171463.0,16.0,89.0,Indie,"Floating Origin Interactive,Curve Games",Floating Origin Interactive,2107090
A Tower Full of Cats,20-05-2024,41463,5.0,171352.0,2.7,99.0,Indie,Devcats,Devcats,2179170
Drug Lord Tycoon,31-07-2024,16898,12.0,171160.0,7.7,88.0,Indie,Duhndal,Duhndal,2450700
Into the Necrovale,26-01-2024,15345,15.0,170271.0,10.2,93.0,Indie,Tribal-Storm,Casey Clyde,1717090
Tomba! Special Edition,31-07-2024,9464,20.0,170266.0,5.4,86.0,Indie,Limited Run Games,Limited Run Games,2851150
FAIRY TAIL: DUNGEONS,26-08-2024,16430,14.0,169800.0,7.7,93.0,Indie,Kodansha,ginolabo,2305500
Field of Glory: Kingdoms,04-06-2024,4836,40.0,169077.0,29.6,82.0,AA,Slitherine Ltd.,AGEOD,1985050
Arco,15-08-2024,10274,20.0,168841.0,5.1,99.0,Indie,Panic,"Franek,Max Cahill,Bibiki,Fáyer",2366970
Last Hope,18-04-2024,10810,20.0,167966.0,7.3,94.0,Indie,"Poolside games,DreamBig Games",Poolside games,2650630
Smack Studio,31-07-2024,13959,15.0,166819.0,61.9,90.0,Indie,ThirdPixel Interactive,ThirdPixel Interactive,1739300
The Grey Dream,09-01-2024,15783,13.0,165452.0,4.8,82.0,Indie,The Greys,The Greys,2497930
Quilts and Cats of Calico,05-03-2024,10536,20.0,165375.0,12.6,96.0,Indie,"Monster Couch,Flatout Games",Monster Couch,1993180
Hypnotic Idol,18-06-2024,10261,20.0,163926.0,3.9,79.0,Indie,azucat,azucat,2797310
Night Raider,26-01-2024,44974,6.0,163793.0,28.1,86.0,Indie,Tsukuyomi,Tsukuyomi,2719290
This is a Ghost,17-04-2024,12790,15.0,163789.0,24.2,90.0,Indie,Nuci,Nuci,1985420
Crypt Custodian,27-08-2024,10680,20.0,163307.0,6.0,98.0,Indie,"Kyle Thompson,Top Hat Studios, Inc.,H2 Interactive Co., Ltd.",Kyle Thompson,2394650
Himegashima Island,02-08-2024,14305,15.0,163296.0,6.4,75.0,Indie,Kagura Games,Fushidaratei,2991400
Starstruck Vagabond,24-05-2024,8747,25.0,162429.0,16.5,,Indie,"Ben 'Yahtzee' Croshaw,Second Wind",Ben 'Yahtzee' Croshaw,2448930
Clank!,24-07-2024,7748,23.0,160313.0,12.0,95.0,Indie,Dire Wolf,Dire Wolf,1722870
Heading Out,07-05-2024,9835,20.0,159911.0,4.3,81.0,Indie,Saber Interactive,Serious Sim,1640630
The Game of Sisyphus,11-04-2024,28586,7.0,158283.0,5.7,81.0,Indie,cream,cream,2904890
"Warhammer 40,000: Speed Freeks",06-08-2024,102865,0.0,158090.0,5.7,,Indie,PLAION,Caged Element Inc.,2078450
除邪(CHUXIE),28-07-2024,25734,7.0,157941.0,1.7,83.0,Indie,LCGaming,LCGaming,2969160
Moose Miners,10-05-2024,20363,10.0,157701.0,30.4,69.0,Indie,Lingon Studios,Lingon Studios,2591410
The Inquisitor,08-02-2024,4482,40.0,157178.0,5.9,70.0,AA,Kalypso Media,The Dust S.A.,1880470
SNK VS. CAPCOM SVC CHAOS,20-07-2024,8714,20.0,156773.0,4.4,,Indie,SNK CORPORATION,Code Mystics,2442380
Vivat Slovakia,18-04-2024,6256,30.0,155061.0,4.1,73.0,Indie,Team Vivat,Team Vivat,2132690
Spy Alliance,08-08-2024,93601,2.0,153860.0,0.9,70.0,Indie,ALT Lab,ALT Lab,2757350
Arena Renovation,19-01-2024,13814,20.0,153619.0,6.0,82.0,AA,"PlayWay S.A.,FreeMind S.A.",Nesalis Games,948880
Summer's Gone - Season 1,10-05-2024,11819,15.0,153346.0,12.4,96.0,Indie,OceanAVN,OceanAVN,2240150
Turlock Holmes,21-02-2024,27531,10.0,152748.0,6.0,75.0,Indie,Neverland Entertainment,Find the Lamp Games,2142160
Galaxy Idle Clicker,18-07-2024,14401,0.0,151939.1911440809,99.9,76.0,Indie,Soehnle,Soehnle,2962810
Creator of Another World,30-04-2024,10817,19.0,151439.0,28.1,89.0,Indie,kuetaro (くえたろう),kuetaro (くえたろう),2761610
Miss Neko: Pirates,22-03-2024,47322,4.0,151366.0,3.1,82.0,Indie,Toffee Cafe,Orangeee,2695270
Winter Survival,06-03-2024,8694,19.0,151064.0,8.4,,Indie,"DRAGO entertainment,HeartBeat Games",DRAGO entertainment,1394960
Maid of the Dead,29-02-2024,9076,20.0,149494.0,7.9,84.0,Indie,qureate,"qureate,IXILL LLC.",1868020
Project Demigod,01-02-2024,9426,20.0,148767.0,7.7,82.0,Indie,Fast Travel Games,Omnifarious Studios LLC,1646580
勾八狂想曲,16-07-2024,36043,5.0,147185.0,3.1,93.0,Indie,勾八游戏,勾八游戏,2996200
Aeruta,15-05-2024,11532,15.0,146384.0,3.8,86.0,Indie,"GRAVITY GAME ARISE Co., Ltd.",FromDawn Games,2286780
MWNeus,12-08-2024,17079,11.0,146188.0,1.6,85.0,Indie,CLLGames,CLLGames,2701210
"Sex, Please",24-05-2024,38909,6.0,145765.0,1.6,74.0,Indie,Evil Boobs Cult,Evil Boobs Cult,2608620
Shop Legends,03-02-2024,4881,0.0,145540.0,96.5,51.0,Indie,Cloudcade,Cloudcade,982300
Laughing to Die,10-04-2024,48759,5.0,145336.0,1.7,,AA,Gamera Games,大吉利制作组,2182400
CD 2: Trap Master,28-03-2024,12111,15.0,144122.0,14.9,84.0,Indie,"ACE ENTERTAINMENT,Erabit",ACE ENTERTAINMENT,2330870
